"","ST","Year","Cluster","Fraction","Num","TotalYearCluster"
"360","131",2009,"232",0,192,0
"361","131",2010,"232",0,196,0
"362","131",2011,"232",0,222,0
"363","131",2012,"232",0,277,0
"364","131",2013,"232",0,255,0
"365","131",2014,"232",0,265,0
"366","131",2015,"232",0,303,0
"367","131",2016,"232",0,300,0
"368","131",2017,"232",0.0028169014084507,355,1
"369","131",2002,"3290",0,83,0
"370","131",2003,"3290",0,121,0
"371","131",2004,"3290",0,125,0
"372","131",2005,"3290",0,134,0
"373","131",2006,"3290",0,127,0
"374","131",2007,"3290",0,140,0
"375","131",2008,"3290",0,159,0
"376","131",2009,"3290",0,192,0
"377","131",2010,"3290",0.00510204081632653,196,1
"378","131",2011,"3290",0,222,0
"379","131",2012,"3290",0,277,0
"380","131",2013,"3290",0,255,0
"381","131",2014,"3290",0.00377358490566038,265,1
"382","131",2015,"3290",0,303,0
"383","131",2016,"3290",0,300,0
"384","131",2017,"3290",0,355,0
"385","131",2002,"3291",0,83,0
"386","131",2003,"3291",0,121,0
"387","131",2004,"3291",0.008,125,1
"388","131",2005,"3291",0,134,0
"389","131",2006,"3291",0.0078740157480315,127,1
"390","131",2007,"3291",0,140,0
"391","131",2008,"3291",0,159,0
"392","131",2009,"3291",0,192,0
"393","131",2010,"3291",0,196,0
"394","131",2011,"3291",0,222,0
"395","131",2012,"3291",0,277,0
"396","131",2013,"3291",0,255,0
"397","131",2014,"3291",0,265,0
"398","131",2015,"3291",0,303,0
"399","131",2016,"3291",0,300,0
"400","131",2017,"3291",0.0028169014084507,355,1
"401","131",2002,"243",0,83,0
"402","131",2003,"243",0,121,0
"403","131",2004,"243",0,125,0
"404","131",2005,"243",0,134,0
"405","131",2006,"243",0,127,0
"406","131",2007,"243",0,140,0
"407","131",2008,"243",0,159,0
"408","131",2009,"243",0,192,0
"409","131",2010,"243",0,196,0
"410","131",2011,"243",0,222,0
"411","131",2012,"243",0,277,0
"412","131",2013,"243",0.00392156862745098,255,1
"413","131",2014,"243",0,265,0
"414","131",2015,"243",0,303,0
"415","131",2016,"243",0,300,0
"416","131",2017,"243",0,355,0
"417","131",2002,"249",0,83,0
"418","131",2003,"249",0,121,0
"419","131",2004,"249",0,125,0
"420","131",2005,"249",0,134,0
"421","131",2006,"249",0,127,0
"422","131",2007,"249",0,140,0
"423","131",2008,"249",0,159,0
"424","131",2009,"249",0,192,0
"425","131",2010,"249",0,196,0
"426","131",2011,"249",0,222,0
"427","131",2012,"249",0.0036101083032491,277,1
"428","131",2013,"249",0,255,0
"429","131",2014,"249",0,265,0
"430","131",2015,"249",0,303,0
"431","131",2016,"249",0,300,0
"432","131",2017,"249",0,355,0
"433","131",2002,"263",0,83,0
"434","131",2003,"263",0,121,0
"435","131",2004,"263",0,125,0
"436","131",2005,"263",0,134,0
"437","131",2006,"263",0,127,0
"438","131",2007,"263",0,140,0
"439","131",2008,"263",0,159,0
"440","131",2009,"263",0,192,0
"441","131",2010,"263",0,196,0
"442","131",2011,"263",0,222,0
"443","131",2012,"263",0,277,0
"444","131",2013,"263",0,255,0
"445","131",2014,"263",0,265,0
"446","131",2015,"263",0,303,0
"447","131",2016,"263",0.00333333333333333,300,1
"448","131",2017,"263",0,355,0
"449","91",2002,"274",0,83,0
"450","91",2003,"274",0,121,0
"451","91",2004,"274",0,125,0
"452","91",2005,"274",0,134,0
"453","91",2006,"274",0,127,0
"454","91",2007,"274",0,140,0
"455","91",2008,"274",0,159,0
"456","91",2009,"274",0,192,0
"457","91",2010,"274",0,196,0
"458","91",2011,"274",0,222,0
"459","91",2012,"274",0,277,0
"460","91",2013,"274",0,255,0
